year,month,area,uf,className,numPol
2017/2018,11,2.83,RR,CS_DESORDENADO,1
2017/2018,11,2.21,RR,DEGRADACAO,4
2017/2018,11,7.35,RR,DESMATAMENTO_CR,35
2017/2018,11,0.28,RR,DESMATAMENTO_VEG,3
2017/2018,11,122.17,TO,CICATRIZ_DE_QUEIMADA,43
2017/2018,11,0.74,TO,DEGRADACAO,2
2017/2018,11,1.72,TO,DESMATAMENTO_CR,1
2017/2018,12,1.7,AC,DEGRADACAO,10
2017/2018,12,2.4,AC,DESMATAMENTO_CR,21
2017/2018,12,0.69,AC,DESMATAMENTO_VEG,3
2017/2018,12,0.91,AM,CICATRIZ_DE_QUEIMADA,1
2017/2018,12,28.34,AM,CS_DESORDENADO,3
2017/2018,12,5.47,AM,DEGRADACAO,20
2017/2018,12,11.76,AM,DESMATAMENTO_CR,97
2017/2018,12,1.08,AM,DESMATAMENTO_VEG,12
2017/2018,12,0.07,AM,MINERACAO,1
2017/2018,12,2.59,AP,CICATRIZ_DE_QUEIMADA,9
2017/2018,12,0.81,AP,DEGRADACAO,2
2017/2018,12,3.15,AP,DESMATAMENTO_CR,14
2017/2018,12,14.27,MA,CICATRIZ_DE_QUEIMADA,14
2017/2018,12,0.37,MA,DESMATAMENTO_CR,1
2017/2018,12,938.2,MT,CICATRIZ_DE_QUEIMADA,449
2017/2018,12,10.2,MT,CS_DESORDENADO,9
2017/2018,12,43.63,MT,CS_GEOMETRICO,19
2017/2018,12,107.97,MT,DEGRADACAO,92
2017/2018,12,85.62,MT,DESMATAMENTO_CR,185
2017/2018,12,0.13,MT,DESMATAMENTO_VEG,1
2017/2018,12,0.65,MT,MINERACAO,8
2017/2018,12,139.79,PA,CICATRIZ_DE_QUEIMADA,100
2017/2018,12,2.04,PA,CS_DESORDENADO,1
2017/2018,12,100.19,PA,DEGRADACAO,154
2017/2018,12,104.19,PA,DESMATAMENTO_CR,559
2017/2018,12,0.45,PA,DESMATAMENTO_VEG,4
2017/2018,12,2.87,PA,MINERACAO,28
2017/2018,12,19.32,RO,CICATRIZ_DE_QUEIMADA,19
2017/2018,12,6.82,RO,CS_DESORDENADO,6
2017/2018,12,5.46,RO,CS_GEOMETRICO,3
2017/2018,12,15.07,RO,DEGRADACAO,47
2017/2018,12,47.12,RO,DESMATAMENTO_CR,289
2017/2018,12,1.17,RO,DESMATAMENTO_VEG,6
2017/2018,12,0.08,RO,MINERACAO,2
2017/2018,12,1.49,RR,CICATRIZ_DE_QUEIMADA,7
2017/2018,12,18.3,RR,CS_DESORDENADO,10
2017/2018,12,2.89,RR,CS_GEOMETRICO,1
2017/2018,12,23.9,RR,DEGRADACAO,25
2017/2018,12,23.23,RR,DESMATAMENTO_CR,103
2017/2018,12,0.99,RR,DESMATAMENTO_VEG,2
2017/2018,12,4.62,TO,CICATRIZ_DE_QUEIMADA,2
2017/2018,12,1.48,TO,DESMATAMENTO_CR,2
2017/2018,1,0.26,AC,DESMATAMENTO_CR,2
2017/2018,1,0.33,AC,DESMATAMENTO_VEG,2
2017/2018,1,1.63,AM,CICATRIZ_DE_QUEIMADA,6
2017/2018,1,2.1,AM,CS_DESORDENADO,2
2017/2018,1,6.65,AM,DESMATAMENTO_CR,30
2017/2018,1,0.87,AM,DESMATAMENTO_VEG,6
2017/2018,1,0.17,AM,MINERACAO,1
2017/2018,1,1.66,MA,CICATRIZ_DE_QUEIMADA,3
2017/2018,1,1.21,MA,DEGRADACAO,6
2017/2018,1,6.34,MA,DESMATAMENTO_CR,32
2017/2018,1,1349.85,MT,CICATRIZ_DE_QUEIMADA,341
2017/2018,1,61.15,MT,CS_GEOMETRICO,12
2017/2018,1,34.22,MT,DEGRADACAO,38
2017/2018,1,50.21,MT,DESMATAMENTO_CR,109
2017/2018,1,21.04,MT,DESMATAMENTO_VEG,5
2017/2018,1,0.29,MT,MINERACAO,3
2017/2018,1,109.63,PA,CICATRIZ_DE_QUEIMADA,94
2017/2018,1,44.49,PA,DEGRADACAO,81
2017/2018,1,33.3,PA,DESMATAMENTO_CR,188
2017/2018,1,0.35,PA,DESMATAMENTO_VEG,3
2017/2018,1,5.2,PA,MINERACAO,50
2017/2018,1,3.45,RO,CS_DESORDENADO,1
2017/2018,1,3.21,RO,DEGRADACAO,10
2017/2018,1,16.81,RO,DESMATAMENTO_CR,104
2017/2018,1,2.13,RO,DESMATAMENTO_VEG,17
2017/2018,1,0.35,RR,CICATRIZ_DE_QUEIMADA,2
2017/2018,1,5.14,RR,CS_DESORDENADO,2
2017/2018,1,123.43,RR,DEGRADACAO,61
2017/2018,1,32.74,RR,DESMATAMENTO_CR,201
2017/2018,1,2.54,RR,DESMATAMENTO_VEG,16
2017/2018,1,126.55,TO,CICATRIZ_DE_QUEIMADA,40
2017/2018,1,3.4,TO,DESMATAMENTO_CR,12
2017/2018,2,0.9,AM,DEGRADACAO,4
2017/2018,2,0.19,AM,MINERACAO,2
2017/2018,2,37.49,MA,CICATRIZ_DE_QUEIMADA,83
2017/2018,2,1.92,MA,DEGRADACAO,3
2017/2018,2,7.38,MA,DESMATAMENTO_CR,48
2017/2018,2,0.19,MA,DESMATAMENTO_VEG,2
2017/2018,2,21.16,MT,CICATRIZ_DE_QUEIMADA,15
2017/2018,2,19.62,MT,DEGRADACAO,37
2017/2018,2,31.85,MT,DESMATAMENTO_CR,103
2017/2018,2,0.61,MT,DESMATAMENTO_VEG,3
2017/2018,2,328.95,PA,CICATRIZ_DE_QUEIMADA,342
2017/2018,2,72.39,PA,DEGRADACAO,119
2017/2018,2,95.73,PA,DESMATAMENTO_CR,472
2017/2018,2,6.08,PA,DESMATAMENTO_VEG,15
2017/2018,2,0.25,PA,MINERACAO,2
2017/2018,2,1.44,RO,DEGRADACAO,7
2017/2018,2,2.87,RO,DESMATAMENTO_CR,13
2017/2018,2,18.94,TO,CICATRIZ_DE_QUEIMADA,11
2017/2018,2,1.19,TO,DESMATAMENTO_CR,6
2017/2018,3,0.35,AC,CICATRIZ_DE_QUEIMADA,1
2017/2018,3,0.08,AC,DESMATAMENTO_CR,1
2017/2018,3,6.75,AC,DESMATAMENTO_VEG,39
2017/2018,3,7.53,AM,CICATRIZ_DE_QUEIMADA,8
2017/2018,3,0.91,AM,CS_DESORDENADO,1
2017/2018,3,1.61,AM,CS_GEOMETRICO,1
2017/2018,3,1.85,AM,DEGRADACAO,10
2017/2018,3,32.79,AM,DESMATAMENTO_CR,78
2017/2018,3,6.93,AM,DESMATAMENTO_VEG,20
2017/2018,3,9.36,MA,CICATRIZ_DE_QUEIMADA,15
2017/2018,3,8.91,MA,DEGRADACAO,30
2017/2018,3,18.46,MA,DESMATAMENTO_CR,64
2017/2018,3,0.31,MA,DESMATAMENTO_VEG,1
2017/2018,3,0.06,MA,MINERACAO,1
2017/2018,3,322.21,MT,CICATRIZ_DE_QUEIMADA,154
2017/2018,3,75.6,MT,CS_GEOMETRICO,19
2017/2018,3,94.39,MT,DEGRADACAO,90
2017/2018,3,107.51,MT,DESMATAMENTO_CR,250
2017/2018,3,9.95,MT,DESMATAMENTO_VEG,20
2017/2018,3,0.22,MT,MINERACAO,2
2017/2018,3,105.1,PA,CICATRIZ_DE_QUEIMADA,108
2017/2018,3,9.74,PA,CS_DESORDENADO,1
2017/2018,3,11.76,PA,CS_GEOMETRICO,5
2017/2018,3,118.06,PA,DEGRADACAO,235
2017/2018,3,55.99,PA,DESMATAMENTO_CR,327
2017/2018,3,8.19,PA,DESMATAMENTO_VEG,55
2017/2018,3,4.14,PA,MINERACAO,41
2017/2018,3,5.42,RO,CICATRIZ_DE_QUEIMADA,6
2017/2018,3,0.4,RO,CS_DESORDENADO,1
2017/2018,3,10.6,RO,CS_GEOMETRICO,3
2017/2018,3,8.5,RO,DEGRADACAO,32
2017/2018,3,32.27,RO,DESMATAMENTO_CR,146
2017/2018,3,1.5,RO,DESMATAMENTO_VEG,6
2017/2018,3,57.53,RR,CICATRIZ_DE_QUEIMADA,72
2017/2018,3,11.24,RR,DEGRADACAO,43
2017/2018,3,71.24,RR,DESMATAMENTO_CR,381
2017/2018,3,0.09,RR,DESMATAMENTO_VEG,1
2017/2018,3,3.18,TO,DEGRADACAO,3
2017/2018,3,0.14,TO,DESMATAMENTO_CR,1
2017/2018,4,1.8,AC,DEGRADACAO,17
2017/2018,4,1.19,AC,DESMATAMENTO_CR,9
2017/2018,4,5.64,AC,DESMATAMENTO_VEG,56
2017/2018,4,5.3,AM,CICATRIZ_DE_QUEIMADA,13
2017/2018,4,7.26,AM,CS_DESORDENADO,4
2017/2018,4,26.64,AM,DEGRADACAO,53
2017/2018,4,84.13,AM,DESMATAMENTO_CR,185
2017/2018,4,8.01,AM,DESMATAMENTO_VEG,30
2017/2018,4,0.09,AM,MINERACAO,1
2017/2018,4,0.35,AP,DEGRADACAO,3
2017/2018,4,0.12,AP,DESMATAMENTO_VEG,1
2017/2018,4,3.39,MA,CICATRIZ_DE_QUEIMADA,7
2017/2018,4,15.03,MA,DEGRADACAO,26
2017/2018,4,5.74,MA,DESMATAMENTO_CR,31
2017/2018,4,0.74,MA,DESMATAMENTO_VEG,5
2017/2018,4,237.04,MT,CICATRIZ_DE_QUEIMADA,134
2017/2018,4,10.03,MT,CS_DESORDENADO,3
2017/2018,4,78.55,MT,CS_GEOMETRICO,33
2017/2018,4,131.81,MT,DEGRADACAO,184
2017/2018,4,199.49,MT,DESMATAMENTO_CR,413
2017/2018,4,12.16,MT,DESMATAMENTO_VEG,33
2017/2018,4,1.13,MT,MINERACAO,10
2017/2018,4,131.3,PA,CICATRIZ_DE_QUEIMADA,159
2017/2018,4,93.38,PA,DEGRADACAO,216
2017/2018,4,108.98,PA,DESMATAMENTO_CR,328
2017/2018,4,17.12,PA,DESMATAMENTO_VEG,45
2017/2018,4,8.51,PA,MINERACAO,84
2017/2018,4,3.35,RO,CICATRIZ_DE_QUEIMADA,4
2017/2018,4,8.29,RO,DEGRADACAO,32
2017/2018,4,18.49,RO,DESMATAMENTO_CR,98
2017/2018,4,8.04,RO,DESMATAMENTO_VEG,20
2017/2018,4,123.87,RR,CICATRIZ_DE_QUEIMADA,124
2017/2018,4,1.45,RR,DEGRADACAO,7
2017/2018,4,9.33,RR,DESMATAMENTO_CR,42
2017/2018,4,206.36,TO,CICATRIZ_DE_QUEIMADA,23
2017/2018,4,1.51,TO,DEGRADACAO,2
2017/2018,4,0.75,TO,DESMATAMENTO_CR,3
2017/2018,5,1.5,AC,DEGRADACAO,11
2017/2018,5,4.11,AC,DESMATAMENTO_CR,23
2017/2018,5,1.22,AC,DESMATAMENTO_VEG,9
2017/2018,5,2.17,AM,CICATRIZ_DE_QUEIMADA,8
2017/2018,5,15.71,AM,DEGRADACAO,43
2017/2018,5,120.37,AM,DESMATAMENTO_CR,313
2017/2018,5,4.73,AM,DESMATAMENTO_VEG,21
2017/2018,5,1,AM,MINERACAO,8
2017/2018,5,6.22,MA,CICATRIZ_DE_QUEIMADA,5
2017/2018,5,4.14,MA,DEGRADACAO,20
2017/2018,5,7.27,MA,DESMATAMENTO_CR,37
2017/2018,5,180.43,MT,CICATRIZ_DE_QUEIMADA,169
2017/2018,5,9.76,MT,CS_DESORDENADO,7
2017/2018,5,67.33,MT,CS_GEOMETRICO,23
2017/2018,5,101.02,MT,DEGRADACAO,140
2017/2018,5,111.86,MT,DESMATAMENTO_CR,268
2017/2018,5,3.17,MT,DESMATAMENTO_VEG,8
2017/2018,5,0.79,MT,MINERACAO,10
2017/2018,5,102.99,PA,CICATRIZ_DE_QUEIMADA,187
2017/2018,5,14.76,PA,CS_DESORDENADO,1
2017/2018,5,38.85,PA,CS_GEOMETRICO,5
2017/2018,5,97.47,PA,DEGRADACAO,165
2017/2018,5,109.34,PA,DESMATAMENTO_CR,278
2017/2018,5,39.51,PA,DESMATAMENTO_VEG,93
2017/2018,5,17.39,PA,MINERACAO,180
2017/2018,5,3.29,RO,CICATRIZ_DE_QUEIMADA,10
2017/2018,5,18.76,RO,DEGRADACAO,76
2017/2018,5,97.57,RO,DESMATAMENTO_CR,358
2017/2018,5,29.6,RO,DESMATAMENTO_VEG,93
2017/2018,5,0.37,RO,MINERACAO,2
2017/2018,5,4.7,RR,CICATRIZ_DE_QUEIMADA,6
2017/2018,5,0.58,RR,DESMATAMENTO_CR,4
2017/2018,5,13.29,TO,CICATRIZ_DE_QUEIMADA,16
2017/2018,5,1.24,TO,DEGRADACAO,5
2017/2018,5,1.18,TO,DESMATAMENTO_CR,9
2017/2018,6,0.38,AC,CICATRIZ_DE_QUEIMADA,2
2017/2018,6,10.45,AC,DEGRADACAO,47
2017/2018,6,14.05,AC,DESMATAMENTO_CR,84
2017/2018,6,11.92,AC,DESMATAMENTO_VEG,55
2017/2018,6,12,AM,CICATRIZ_DE_QUEIMADA,9
2017/2018,6,36.97,AM,DEGRADACAO,126
2017/2018,6,83.16,AM,DESMATAMENTO_CR,306
2017/2018,6,7.67,AM,DESMATAMENTO_VEG,62
2017/2018,6,0.66,AM,MINERACAO,7
2017/2018,6,0.28,AP,DEGRADACAO,1
2017/2018,6,0.27,AP,DESMATAMENTO_CR,2
2017/2018,6,0.08,AP,DESMATAMENTO_VEG,1
2017/2018,6,49,MA,CICATRIZ_DE_QUEIMADA,28
2017/2018,6,2.22,MA,DEGRADACAO,13
2017/2018,6,8.73,MA,DESMATAMENTO_CR,53
2017/2018,6,0.9,MA,DESMATAMENTO_VEG,4
2017/2018,6,94.06,MT,CICATRIZ_DE_QUEIMADA,73
2017/2018,6,42,MT,CS_DESORDENADO,15
2017/2018,6,45.7,MT,CS_GEOMETRICO,21
2017/2018,6,140.84,MT,DEGRADACAO,209
2017/2018,6,111.85,MT,DESMATAMENTO_CR,341
2017/2018,6,3.42,MT,DESMATAMENTO_VEG,24
2017/2018,6,2.69,MT,MINERACAO,28
2017/2018,6,285.02,PA,CICATRIZ_DE_QUEIMADA,331
2017/2018,6,106.01,PA,CS_DESORDENADO,37
2017/2018,6,25.22,PA,CS_GEOMETRICO,6
2017/2018,6,353.52,PA,DEGRADACAO,740
2017/2018,6,138.56,PA,DESMATAMENTO_CR,534
2017/2018,6,37.19,PA,DESMATAMENTO_VEG,177
2017/2018,6,10.77,PA,MINERACAO,123
2017/2018,6,0.39,RO,CICATRIZ_DE_QUEIMADA,1
2017/2018,6,22.52,RO,DEGRADACAO,84
2017/2018,6,48.33,RO,DESMATAMENTO_CR,172
2017/2018,6,5.77,RO,DESMATAMENTO_VEG,22
2017/2018,6,0.16,RO,MINERACAO,2
2017/2018,6,1.31,RR,DESMATAMENTO_CR,5
2017/2018,6,26.55,TO,CICATRIZ_DE_QUEIMADA,24
2017/2018,6,2.4,TO,DEGRADACAO,7
2017/2018,6,0.72,TO,DESMATAMENTO_CR,8
2017/2018,7,1.8,AC,CICATRIZ_DE_QUEIMADA,15
2017/2018,7,27.66,AC,DEGRADACAO,166
2017/2018,7,38.85,AC,DESMATAMENTO_CR,358
2017/2018,7,2.49,AC,DESMATAMENTO_VEG,18
2017/2018,7,6.29,AM,CICATRIZ_DE_QUEIMADA,23
2017/2018,7,66.25,AM,DEGRADACAO,262
2017/2018,7,128.39,AM,DESMATAMENTO_CR,591
2017/2018,7,6.25,AM,DESMATAMENTO_VEG,55
2017/2018,7,0.08,AM,MINERACAO,1
2017/2018,7,0.46,AP,DESMATAMENTO_VEG,3
2017/2018,7,5.49,MA,CICATRIZ_DE_QUEIMADA,6
2017/2018,7,2.9,MA,DEGRADACAO,11
2017/2018,7,7.6,MA,DESMATAMENTO_CR,38
2017/2018,7,0.23,MA,DESMATAMENTO_VEG,1
2017/2018,7,37.81,MT,CICATRIZ_DE_QUEIMADA,28
2017/2018,7,59.21,MT,CS_DESORDENADO,14
2017/2018,7,80.9,MT,CS_GEOMETRICO,30
2017/2018,7,202.75,MT,DEGRADACAO,262
2017/2018,7,48.61,MT,DESMATAMENTO_CR,168
2017/2018,7,1.24,MT,DESMATAMENTO_VEG,2
2017/2018,7,0.33,MT,MINERACAO,3
2017/2018,7,143.31,PA,CICATRIZ_DE_QUEIMADA,135
2017/2018,7,28.44,PA,CS_DESORDENADO,7
2017/2018,7,336.64,PA,DEGRADACAO,734
2017/2018,7,219.75,PA,DESMATAMENTO_CR,868
2017/2018,7,8.29,PA,DESMATAMENTO_VEG,53
2017/2018,7,9.02,PA,MINERACAO,88
2017/2018,7,1.75,RO,CICATRIZ_DE_QUEIMADA,5
2017/2018,7,19.43,RO,CS_DESORDENADO,2
2017/2018,7,58.29,RO,DEGRADACAO,226
2017/2018,7,117.59,RO,DESMATAMENTO_CR,513
2017/2018,7,1.85,RO,DESMATAMENTO_VEG,8
2017/2018,7,0.36,RO,MINERACAO,1
2017/2018,7,0.1,RR,CICATRIZ_DE_QUEIMADA,1
2017/2018,7,2.09,RR,DEGRADACAO,6
2017/2018,7,0.49,RR,DESMATAMENTO_CR,5
2017/2018,7,3.19,RR,DESMATAMENTO_VEG,13
2017/2018,7,2.5,TO,CICATRIZ_DE_QUEIMADA,8
2017/2018,7,4.37,TO,DEGRADACAO,2
2017/2018,7,1.38,TO,DESMATAMENTO_CR,7
2018/2019,8,0.4,AC,CICATRIZ_DE_QUEIMADA,6
2018/2019,8,4.38,AC,CS_DESORDENADO,4
2018/2019,8,24.36,AC,DEGRADACAO,213
2018/2019,8,77.17,AC,DESMATAMENTO_CR,877
2018/2019,8,2.77,AC,DESMATAMENTO_VEG,30
2018/2019,8,1.08,AM,CICATRIZ_DE_QUEIMADA,10
2018/2019,8,8.36,AM,CS_DESORDENADO,1
2018/2019,8,32.27,AM,DEGRADACAO,171
2018/2019,8,88.51,AM,DESMATAMENTO_CR,548
2018/2019,8,4.65,AM,DESMATAMENTO_VEG,52
2018/2019,8,0.13,AP,DESMATAMENTO_CR,1
2018/2019,8,0.06,AP,DESMATAMENTO_VEG,1
2018/2019,8,170.79,MA,CICATRIZ_DE_QUEIMADA,140
2018/2019,8,8.74,MA,DEGRADACAO,20
2018/2019,8,9.1,MA,DESMATAMENTO_CR,66
2018/2019,8,1.62,MA,DESMATAMENTO_VEG,12
2018/2019,8,312.55,MT,CICATRIZ_DE_QUEIMADA,98
2018/2019,8,0.16,MT,CS_DESORDENADO,1
2018/2019,8,50.52,MT,CS_GEOMETRICO,21
2018/2019,8,70.99,MT,DEGRADACAO,209
2018/2019,8,65.18,MT,DESMATAMENTO_CR,275
2018/2019,8,2.46,MT,DESMATAMENTO_VEG,18
2018/2019,8,0.24,MT,MINERACAO,4
2018/2019,8,14.06,PA,CICATRIZ_DE_QUEIMADA,45
2018/2019,8,68.36,PA,CS_GEOMETRICO,20
2018/2019,8,155.01,PA,DEGRADACAO,412
2018/2019,8,143.98,PA,DESMATAMENTO_CR,733
2018/2019,8,4.53,PA,DESMATAMENTO_VEG,48
2018/2019,8,8.91,PA,MINERACAO,108
2018/2019,8,4.22,RO,CICATRIZ_DE_QUEIMADA,8
2018/2019,8,33.27,RO,DEGRADACAO,202
2018/2019,8,98.73,RO,DESMATAMENTO_CR,652
2018/2019,8,4.5,RO,DESMATAMENTO_VEG,17
2018/2019,8,4.08,RR,DEGRADACAO,15
2018/2019,8,5.97,RR,DESMATAMENTO_CR,42
2018/2019,8,1.64,RR,DESMATAMENTO_VEG,12
2018/2019,8,119.54,TO,CICATRIZ_DE_QUEIMADA,34
2018/2019,8,0.19,TO,DEGRADACAO,2
2018/2019,8,6.32,TO,DESMATAMENTO_CR,24
2018/2019,9,0.81,AC,CICATRIZ_DE_QUEIMADA,7
2018/2019,9,11.97,AC,DEGRADACAO,104
2018/2019,9,45.69,AC,DESMATAMENTO_CR,482
2018/2019,9,1.21,AC,DESMATAMENTO_VEG,13
2018/2019,9,7.54,AM,CICATRIZ_DE_QUEIMADA,36
2018/2019,9,29.22,AM,DEGRADACAO,138
2018/2019,9,152.77,AM,DESMATAMENTO_CR,677
2018/2019,9,6.15,AM,DESMATAMENTO_VEG,65
2018/2019,9,2.07,AM,MINERACAO,18
2018/2019,9,338.8,MA,CICATRIZ_DE_QUEIMADA,221
2018/2019,9,1.73,MA,DEGRADACAO,4
2018/2019,9,5.41,MA,DESMATAMENTO_CR,27
2018/2019,9,793.42,MT,CICATRIZ_DE_QUEIMADA,821
2018/2019,9,52.87,MT,CS_DESORDENADO,12
2018/2019,9,316.94,MT,CS_GEOMETRICO,69
2018/2019,9,157.38,MT,DEGRADACAO,298
2018/2019,9,175.26,MT,DESMATAMENTO_CR,706
2018/2019,9,1.32,MT,DESMATAMENTO_VEG,5
2018/2019,9,0.3,MT,MINERACAO,5
2018/2019,9,105.04,PA,CICATRIZ_DE_QUEIMADA,249
2018/2019,9,6.02,PA,CS_DESORDENADO,3
2018/2019,9,3.09,PA,CS_GEOMETRICO,1
2018/2019,9,55,PA,DEGRADACAO,199
2018/2019,9,103.02,PA,DESMATAMENTO_CR,485
2018/2019,9,1.42,PA,DESMATAMENTO_VEG,17
2018/2019,9,2.63,PA,MINERACAO,33
2018/2019,9,57.88,RO,CICATRIZ_DE_QUEIMADA,155
2018/2019,9,4.91,RO,CS_GEOMETRICO,1
2018/2019,9,57.86,RO,DEGRADACAO,240
2018/2019,9,230.74,RO,DESMATAMENTO_CR,1159
2018/2019,9,0.24,RO,DESMATAMENTO_VEG,3
2018/2019,9,0.28,RO,MINERACAO,4
2018/2019,9,7.09,RR,CS_DESORDENADO,2
2018/2019,9,3.82,RR,DEGRADACAO,8
2018/2019,9,5.11,RR,DESMATAMENTO_CR,28
2018/2019,9,1.8,RR,DESMATAMENTO_VEG,11
2018/2019,9,33.35,TO,CICATRIZ_DE_QUEIMADA,27
2018/2019,9,0.44,TO,DEGRADACAO,2
2018/2019,9,4.04,TO,DESMATAMENTO_CR,14
2018/2019,10,1.93,AC,CICATRIZ_DE_QUEIMADA,15
2018/2019,10,1.61,AC,DEGRADACAO,7
2018/2019,10,6.46,AC,DESMATAMENTO_CR,65
2018/2019,10,0.84,AC,DESMATAMENTO_VEG,10
2018/2019,10,6.34,AM,CICATRIZ_DE_QUEIMADA,13
2018/2019,10,11.44,AM,DEGRADACAO,43
2018/2019,10,68.02,AM,DESMATAMENTO_CR,282
2018/2019,10,2.73,AM,DESMATAMENTO_VEG,31
2018/2019,10,3.44,AP,DEGRADACAO,6
2018/2019,10,0.9,AP,DESMATAMENTO_CR,6
2018/2019,10,1.72,MA,CICATRIZ_DE_QUEIMADA,2
2018/2019,10,0.25,MA,DEGRADACAO,3
2018/2019,10,14.32,MA,DESMATAMENTO_CR,75
2018/2019,10,73.74,MT,CICATRIZ_DE_QUEIMADA,85
2018/2019,10,31.49,MT,CS_DESORDENADO,5
2018/2019,10,53.95,MT,CS_GEOMETRICO,13
2018/2019,10,51.16,MT,DEGRADACAO,55
2018/2019,10,79.13,MT,DESMATAMENTO_CR,273
2018/2019,10,1.58,MT,DESMATAMENTO_VEG,5
2018/2019,10,0.17,MT,MINERACAO,3
2018/2019,10,25.18,PA,CICATRIZ_DE_QUEIMADA,72
2018/2019,10,40.95,PA,CS_GEOMETRICO,4
2018/2019,10,116.29,PA,DEGRADACAO,311
2018/2019,10,251.67,PA,DESMATAMENTO_CR,1428
2018/2019,10,6.22,PA,DESMATAMENTO_VEG,20
2018/2019,10,6.5,PA,MINERACAO,68
2018/2019,10,27.08,RO,CICATRIZ_DE_QUEIMADA,58
2018/2019,10,11.15,RO,CS_GEOMETRICO,1
2018/2019,10,18.16,RO,DEGRADACAO,67
2018/2019,10,69.32,RO,DESMATAMENTO_CR,413
2018/2019,10,0.37,RO,DESMATAMENTO_VEG,4
2018/2019,10,0.64,RR,CICATRIZ_DE_QUEIMADA,1
2018/2019,10,1.76,RR,DEGRADACAO,8
2018/2019,10,15.63,RR,DESMATAMENTO_CR,91
2018/2019,10,2.35,RR,DESMATAMENTO_VEG,22
2018/2019,10,0.45,TO,DESMATAMENTO_CR,2
2018/2019,11,1.85,AC,DEGRADACAO,9
2018/2019,11,1.29,AC,DESMATAMENTO_CR,18
2018/2019,11,0.64,AM,CICATRIZ_DE_QUEIMADA,2
2018/2019,11,3.13,AM,DEGRADACAO,11
2018/2019,11,15.84,AM,DESMATAMENTO_CR,80
2018/2019,11,2.14,AM,DESMATAMENTO_VEG,11
2018/2019,11,2.49,MA,DEGRADACAO,16
2018/2019,11,12.89,MA,DESMATAMENTO_CR,74
2018/2019,11,5.41,MT,CICATRIZ_DE_QUEIMADA,14
2018/2019,11,4.39,MT,CS_GEOMETRICO,4
2018/2019,11,0.24,MT,DEGRADACAO,1
2018/2019,11,10.85,MT,DESMATAMENTO_CR,55
2018/2019,11,2.04,MT,DESMATAMENTO_VEG,3
2018/2019,11,6.27,PA,CICATRIZ_DE_QUEIMADA,4
2018/2019,11,45.04,PA,CS_DESORDENADO,6
2018/2019,11,57.52,PA,CS_GEOMETRICO,7
2018/2019,11,61.94,PA,DEGRADACAO,280
2018/2019,11,211.99,PA,DESMATAMENTO_CR,1330
2018/2019,11,0.15,PA,DESMATAMENTO_VEG,2
2018/2019,11,0.22,PA,MINERACAO,2
2018/2019,11,17.03,RO,CS_GEOMETRICO,1
2018/2019,11,1.62,RO,DEGRADACAO,5
2018/2019,11,13.25,RO,DESMATAMENTO_CR,107
2018/2019,11,1.48,RR,DEGRADACAO,9
2018/2019,11,5.33,RR,DESMATAMENTO_CR,17
2018/2019,11,0.53,RR,DESMATAMENTO_VEG,3
2018/2019,11,0.1,TO,DESMATAMENTO_CR,1
2018/2019,12,0.15,AM,DEGRADACAO,2
2018/2019,12,0.22,AM,DESMATAMENTO_CR,3
2018/2019,12,0.07,MA,DEGRADACAO,1
2018/2019,12,2.65,MA,DESMATAMENTO_CR,21
2018/2019,12,4.53,MT,CS_DESORDENADO,1
2018/2019,12,4.72,MT,CS_GEOMETRICO,2
2018/2019,12,3.35,MT,DEGRADACAO,11
2018/2019,12,33.39,MT,DESMATAMENTO_CR,124
2018/2019,12,2.48,MT,DESMATAMENTO_VEG,1
2018/2019,12,0.1,MT,MINERACAO,1
2018/2019,12,2.07,PA,DEGRADACAO,5
2018/2019,12,9.5,PA,DESMATAMENTO_CR,64
2018/2019,12,0.14,PA,DESMATAMENTO_VEG,2
2018/2019,12,0.15,PA,MINERACAO,3
2018/2019,12,1.34,RO,DEGRADACAO,5
2018/2019,12,14.19,RO,DESMATAMENTO_CR,91
2018/2019,12,0.07,RO,DESMATAMENTO_VEG,1
2018/2019,12,0.16,RO,MINERACAO,2
2018/2019,12,1.97,RR,DEGRADACAO,10
2018/2019,12,3.24,RR,DESMATAMENTO_CR,11
2018/2019,12,0.67,RR,DESMATAMENTO_VEG,1
2018/2019,12,0.08,TO,DEGRADACAO,1
2018/2019,12,0.26,TO,DESMATAMENTO_CR,2
2018/2019,1,0.08,AC,DESMATAMENTO_CR,1
2018/2019,1,0.11,AC,DESMATAMENTO_VEG,1
2018/2019,1,1.85,AM,CICATRIZ_DE_QUEIMADA,2
2018/2019,1,0.47,AM,DEGRADACAO,4
2018/2019,1,4.72,AM,DESMATAMENTO_CR,29
2018/2019,1,3.49,AM,DESMATAMENTO_VEG,34
2018/2019,1,0.36,MA,CICATRIZ_DE_QUEIMADA,3
2018/2019,1,0.06,MA,DEGRADACAO,1
2018/2019,1,2.38,MA,DESMATAMENTO_CR,21
2018/2019,1,30.76,MT,CICATRIZ_DE_QUEIMADA,22
2018/2019,1,20.94,MT,CS_GEOMETRICO,8
2018/2019,1,49.78,MT,DEGRADACAO,47
2018/2019,1,86.63,MT,DESMATAMENTO_CR,171
2018/2019,1,0.21,MT,DESMATAMENTO_VEG,2
2018/2019,1,0.06,MT,MINERACAO,1
2018/2019,1,0.43,PA,CICATRIZ_DE_QUEIMADA,1
2018/2019,1,6.26,PA,DEGRADACAO,22
